hart,time
308,2023-01-29 11:24:56.583131
310,2023-01-29 11:24:56.584374
310,2023-01-29 11:24:56.585953
309,2023-01-29 11:24:56.587163
312,2023-01-29 11:24:56.588051
312,2023-01-29 11:24:56.588608
310,2023-01-29 11:24:56.590194
309,2023-01-29 11:24:56.590967
312,2023-01-29 11:24:56.634324
312,2023-01-29 11:24:56.635290
309,2023-01-29 11:24:56.635713
312,2023-01-29 11:24:56.636120
316,2023-01-29 11:24:56.636710
313,2023-01-29 11:24:56.637557
309,2023-01-29 11:24:56.638058
310,2023-01-29 11:24:56.638543
312,2023-01-29 11:24:56.639524
311,2023-01-29 11:24:56.640325
310,2023-01-29 11:24:56.640828
312,2023-01-29 11:24:56.641234
313,2023-01-29 11:24:56.641801
308,2023-01-29 11:24:56.642310
304,2023-01-29 11:24:56.643073
307,2023-01-29 11:24:56.710113
310,2023-01-29 11:24:56.711508
308,2023-01-29 11:24:56.712298
307,2023-01-29 11:24:56.712863
312,2023-01-29 11:24:56.713711
313,2023-01-29 11:24:56.714609
312,2023-01-29 11:24:56.715221
312,2023-01-29 11:24:56.715979
317,2023-01-29 11:24:56.716837
320,2023-01-29 11:24:56.717942
321,2023-01-29 11:24:56.718604
323,2023-01-29 11:24:56.719146
327,2023-01-29 11:24:56.720141
328,2023-01-29 11:24:56.721115
327,2023-01-29 11:24:56.721699
330,2023-01-29 11:24:56.722433
335,2023-01-29 11:24:56.778071
336,2023-01-29 11:24:56.778789
338,2023-01-29 11:24:56.779587
341,2023-01-29 11:24:56.780285
341,2023-01-29 11:24:56.781853
339,2023-01-29 11:24:56.782435
339,2023-01-29 11:24:56.783105
341,2023-01-29 11:24:56.783887
340,2023-01-29 11:24:56.784508
335,2023-01-29 11:24:56.785178
333,2023-01-29 11:24:56.785867
336,2023-01-29 11:24:56.786826
338,2023-01-29 11:24:56.790697
333,2023-01-29 11:24:56.844537
329,2023-01-29 11:24:56.845424
332,2023-01-29 11:24:56.846651
335,2023-01-29 11:24:56.847551
332,2023-01-29 11:24:56.848549
333,2023-01-29 11:24:56.849349
335,2023-01-29 11:24:56.850323
333,2023-01-29 11:24:56.850964
331,2023-01-29 11:24:56.851835
332,2023-01-29 11:24:56.853161
335,2023-01-29 11:24:56.853959
333,2023-01-29 11:24:56.854442
328,2023-01-29 11:24:56.856540
328,2023-01-29 11:24:56.917953
336,2023-01-29 11:24:56.918763
335,2023-01-29 11:24:56.919419
333,2023-01-29 11:24:56.920174
336,2023-01-29 11:24:56.921278
341,2023-01-29 11:24:56.922434
340,2023-01-29 11:24:56.923122
336,2023-01-29 11:24:56.924616
337,2023-01-29 11:24:56.925617
339,2023-01-29 11:24:56.926433
340,2023-01-29 11:24:56.927435
338,2023-01-29 11:24:56.928861
342,2023-01-29 11:24:56.929509
340,2023-01-29 11:24:56.930423
337,2023-01-29 11:24:56.992478
339,2023-01-29 11:24:56.993707
339,2023-01-29 11:24:56.994517
337,2023-01-29 11:24:56.995590
337,2023-01-29 11:24:56.996476
341,2023-01-29 11:24:56.996932
341,2023-01-29 11:24:56.997784
338,2023-01-29 11:24:56.998263
339,2023-01-29 11:24:56.999496
345,2023-01-29 11:24:57.000188
343,2023-01-29 11:24:57.000770
341,2023-01-29 11:24:57.001425
342,2023-01-29 11:24:57.002537
342,2023-01-29 11:24:57.003695
343,2023-01-29 11:24:57.007963
342,2023-01-29 11:24:57.065860
342,2023-01-29 11:24:57.067149
339,2023-01-29 11:24:57.067805
342,2023-01-29 11:24:57.068337
344,2023-01-29 11:24:57.069510
343,2023-01-29 11:24:57.070348
343,2023-01-29 11:24:57.071061
345,2023-01-29 11:24:57.071821
343,2023-01-29 11:24:57.073643
342,2023-01-29 11:24:57.074305
346,2023-01-29 11:24:57.074923
348,2023-01-29 11:24:57.075471
346,2023-01-29 11:24:57.150143
349,2023-01-29 11:24:57.151331
354,2023-01-29 11:24:57.152135
352,2023-01-29 11:24:57.153247
345,2023-01-29 11:24:57.154127
345,2023-01-29 11:24:57.155151
344,2023-01-29 11:24:57.155903
346,2023-01-29 11:24:57.157262
348,2023-01-29 11:24:57.158009
350,2023-01-29 11:24:57.158867
352,2023-01-29 11:24:57.159790
348,2023-01-29 11:24:57.160880
345,2023-01-29 11:24:57.161740
351,2023-01-29 11:24:57.162400
357,2023-01-29 11:24:57.163635
357,2023-01-29 11:24:57.164309
355,2023-01-29 11:24:57.165086
355,2023-01-29 11:24:57.166102
360,2023-01-29 11:24:57.224652
360,2023-01-29 11:24:57.225638
364,2023-01-29 11:24:57.226456
374,2023-01-29 11:24:57.227054
376,2023-01-29 11:24:57.227976
372,2023-01-29 11:24:57.229095
369,2023-01-29 11:24:57.229878
369,2023-01-29 11:24:57.230667
362,2023-01-29 11:24:57.232066
354,2023-01-29 11:24:57.233129
351,2023-01-29 11:24:57.233960
358,2023-01-29 11:24:57.235076
360,2023-01-29 11:24:57.235902
355,2023-01-29 11:24:57.292277
353,2023-01-29 11:24:57.293592
353,2023-01-29 11:24:57.295090
352,2023-01-29 11:24:57.295777
353,2023-01-29 11:24:57.296617
359,2023-01-29 11:24:57.297619
357,2023-01-29 11:24:57.299173
348,2023-01-29 11:24:57.300020
350,2023-01-29 11:24:57.300686
369,2023-01-29 11:24:57.301875
373,2023-01-29 11:24:57.302818
333,2023-01-29 11:24:57.303622
314,2023-01-29 11:24:57.304435
402,2023-01-29 11:24:57.364096
556,2023-01-29 11:24:57.364980
542,2023-01-29 11:24:57.365744
431,2023-01-29 11:24:57.366498
328,2023-01-29 11:24:57.367668
241,2023-01-29 11:24:57.368624
224,2023-01-29 11:24:57.369750
284,2023-01-29 11:24:57.370731
326,2023-01-29 11:24:57.371313
313,2023-01-29 11:24:57.412370
305,2023-01-29 11:24:57.413
320,2023-01-29 11:24:57.413777
331,2023-01-29 11:24:57.414387
333,2023-01-29 11:24:57.414784
331,2023-01-29 11:24:57.415246
337,2023-01-29 11:24:57.415769
338,2023-01-29 11:24:57.416188
331,2023-01-29 11:24:57.416667
330,2023-01-29 11:24:57.417889
337,2023-01-29 11:24:57.418419
343,2023-01-29 11:24:57.418875
348,2023-01-29 11:24:57.419470
342,2023-01-29 11:24:57.473196
337,2023-01-29 11:24:57.473969
343,2023-01-29 11:24:57.474923
345,2023-01-29 11:24:57.475668
342,2023-01-29 11:24:57.476467
339,2023-01-29 11:24:57.477141
338,2023-01-29 11:24:57.478047
337,2023-01-29 11:24:57.478944
341,2023-01-29 11:24:57.480063
344,2023-01-29 11:24:57.480657
343,2023-01-29 11:24:57.481372
335,2023-01-29 11:24:57.482642
332,2023-01-29 11:24:57.483398
341,2023-01-29 11:24:57.540445
346,2023-01-29 11:24:57.541234
341,2023-01-29 11:24:57.542403
338,2023-01-29 11:24:57.543246
334,2023-01-29 11:24:57.544161
334,2023-01-29 11:24:57.544777
332,2023-01-29 11:24:57.545947
335,2023-01-29 11:24:57.546716
339,2023-01-29 11:24:57.547457
335,2023-01-29 11:24:57.548511
331,2023-01-29 11:24:57.549023
338,2023-01-29 11:24:57.549803
344,2023-01-29 11:24:57.550436
340,2023-01-29 11:24:57.607445
340,2023-01-29 11:24:57.608267
349,2023-01-29 11:24:57.608919
353,2023-01-29 11:24:57.609941
352,2023-01-29 11:24:57.610849
355,2023-01-29 11:24:57.611302
356,2023-01-29 11:24:57.612159
353,2023-01-29 11:24:57.613060
352,2023-01-29 11:24:57.613930
356,2023-01-29 11:24:57.614439
354,2023-01-29 11:24:57.615545
350,2023-01-29 11:24:57.616573
350,2023-01-29 11:24:57.684826
356,2023-01-29 11:24:57.685692
357,2023-01-29 11:24:57.686395
355,2023-01-29 11:24:57.687611
355,2023-01-29 11:24:57.688558
358,2023-01-29 11:24:57.689196
358,2023-01-29 11:24:57.690315
351,2023-01-29 11:24:57.691649
346,2023-01-29 11:24:57.692406
347,2023-01-29 11:24:57.693244
350,2023-01-29 11:24:57.694238
346,2023-01-29 11:24:57.694762
338,2023-01-29 11:24:57.695664
343,2023-01-29 11:24:57.696508
350,2023-01-29 11:24:57.697667
339,2023-01-29 11:24:57.698283
340,2023-01-29 11:24:57.755262
352,2023-01-29 11:24:57.756073
354,2023-01-29 11:24:57.757471
348,2023-01-29 11:24:57.758219
345,2023-01-29 11:24:57.758823
348,2023-01-29 11:24:57.760069
348,2023-01-29 11:24:57.760886
347,2023-01-29 11:24:57.761806
344,2023-01-29 11:24:57.762542
346,2023-01-29 11:24:57.763472
350,2023-01-29 11:24:57.763989
349,2023-01-29 11:24:57.764785
350,2023-01-29 11:24:57.765457
352,2023-01-29 11:24:57.823171
351,2023-01-29 11:24:57.823941
347,2023-01-29 11:24:57.824742
345,2023-01-29 11:24:57.826066
356,2023-01-29 11:24:57.826918
354,2023-01-29 11:24:57.827714
349,2023-01-29 11:24:57.828378
347,2023-01-29 11:24:57.829750
345,2023-01-29 11:24:57.830611
344,2023-01-29 11:24:57.831256
350,2023-01-29 11:24:57.832033
354,2023-01-29 11:24:57.833292
342,2023-01-29 11:24:57.834082
339,2023-01-29 11:24:57.835247
351,2023-01-29 11:24:57.893054
357,2023-01-29 11:24:57.894410
352,2023-01-29 11:24:57.895366
344,2023-01-29 11:24:57.896127
347,2023-01-29 11:24:57.897761
354,2023-01-29 11:24:57.898854
350,2023-01-29 11:24:57.899384
343,2023-01-29 11:24:57.900468
340,2023-01-29 11:24:57.902018
347,2023-01-29 11:24:57.902694
356,2023-01-29 11:24:57.903514
357,2023-01-29 11:24:57.904528
351,2023-01-29 11:24:57.906043
340,2023-01-29 11:24:57.962478
340,2023-01-29 11:24:57.963410
349,2023-01-29 11:24:57.964395
347,2023-01-29 11:24:57.965201
344,2023-01-29 11:24:57.966273
348,2023-01-29 11:24:57.967128
352,2023-01-29 11:24:57.968197
350,2023-01-29 11:24:57.969087
342,2023-01-29 11:24:57.969938
341,2023-01-29 11:24:57.970614
350,2023-01-29 11:24:57.971650
354,2023-01-29 11:24:57.972502
342,2023-01-29 11:24:58.032670
337,2023-01-29 11:24:58.033816
347,2023-01-29 11:24:58.034069
359,2023-01-29 11:24:58.034243
356,2023-01-29 11:24:58.035198
342,2023-01-29 11:24:58.036312
341,2023-01-29 11:24:58.036900
350,2023-01-29 11:24:58.037788
352,2023-01-29 11:24:58.038423
348,2023-01-29 11:24:58.039971
344,2023-01-29 11:24:58.040807
346,2023-01-29 11:24:58.041713
343,2023-01-29 11:24:58.042518
344,2023-01-29 11:24:58.043789
352,2023-01-29 11:24:58.044878
356,2023-01-29 11:24:58.048294
349,2023-01-29 11:24:58.108548
346,2023-01-29 11:24:58.109917
353,2023-01-29 11:24:58.110795
357,2023-01-29 11:24:58.111510
352,2023-01-29 11:24:58.113475
356,2023-01-29 11:24:58.114331
368,2023-01-29 11:24:58.115224
369,2023-01-29 11:24:58.116021
356,2023-01-29 11:24:58.117653
345,2023-01-29 11:24:58.118278
354,2023-01-29 11:24:58.119001
356,2023-01-29 11:24:58.120428
348,2023-01-29 11:24:58.120995
341,2023-01-29 11:24:58.122102
345,2023-01-29 11:24:58.210479
346,2023-01-29 11:24:58.211490
345,2023-01-29 11:24:58.212291
343,2023-01-29 11:24:58.213050
343,2023-01-29 11:24:58.213787
339,2023-01-29 11:24:58.214620
340,2023-01-29 11:24:58.215525
346,2023-01-29 11:24:58.216357
350,2023-01-29 11:24:58.217482
349,2023-01-29 11:24:58.218179
357,2023-01-29 11:24:58.218898
357,2023-01-29 11:24:58.219577
320,2023-01-29 11:24:58.220797
294,2023-01-29 11:24:58.221668
373,2023-01-29 11:24:58.222575
545,2023-01-29 11:24:58.223540
565,2023-01-29 11:24:58.224783
451,2023-01-29 11:24:58.225825
334,2023-01-29 11:24:58.226545
232,2023-01-29 11:24:58.286928
208,2023-01-29 11:24:58.288069
265,2023-01-29 11:24:58.288772
307,2023-01-29 11:24:58.289459
303,2023-01-29 11:24:58.290677
303,2023-01-29 11:24:58.291324
308,2023-01-29 11:24:58.291889
310,2023-01-29 11:24:58.292967
306,2023-01-29 11:24:58.294266
314,2023-01-29 11:24:58.295016
325,2023-01-29 11:24:58.295498
327,2023-01-29 11:24:58.296286
323,2023-01-29 11:24:58.297683
317,2023-01-29 11:24:58.298477
318,2023-01-29 11:24:58.299133
327,2023-01-29 11:24:58.356920
329,2023-01-29 11:24:58.357828
320,2023-01-29 11:24:58.358625
319,2023-01-29 11:24:58.359512
321,2023-01-29 11:24:58.360758
326,2023-01-29 11:24:58.361556
324,2023-01-29 11:24:58.362677
327,2023-01-29 11:24:58.363591
324,2023-01-29 11:24:58.364463
320,2023-01-29 11:24:58.364969
325,2023-01-29 11:24:58.365808
335,2023-01-29 11:24:58.367399
334,2023-01-29 11:24:58.368205
325,2023-01-29 11:24:58.431014
318,2023-01-29 11:24:58.431789
317,2023-01-29 11:24:58.433599
320,2023-01-29 11:24:58.434136
326,2023-01-29 11:24:58.434954
324,2023-01-29 11:24:58.435549
320,2023-01-29 11:24:58.436914
321,2023-01-29 11:24:58.438017
320,2023-01-29 11:24:58.438767
326,2023-01-29 11:24:58.439893
329,2023-01-29 11:24:58.440392
326,2023-01-29 11:24:58.441332
322,2023-01-29 11:24:58.442266
326,2023-01-29 11:24:58.443496
335,2023-01-29 11:24:58.500824
337,2023-01-29 11:24:58.502004
334,2023-01-29 11:24:58.502918
336,2023-01-29 11:24:58.504127
343,2023-01-29 11:24:58.504761
346,2023-01-29 11:24:58.505482
340,2023-01-29 11:24:58.506384
343,2023-01-29 11:24:58.507423
360,2023-01-29 11:24:58.507956
361,2023-01-29 11:24:58.508689
354,2023-01-29 11:24:58.509621
353,2023-01-29 11:24:58.510510
361,2023-01-29 11:24:58.511293
367,2023-01-29 11:24:58.512100
351,2023-01-29 11:24:58.569296
350,2023-01-29 11:24:58.569991
356,2023-01-29 11:24:58.570705
358,2023-01-29 11:24:58.571317
355,2023-01-29 11:24:58.572750
352,2023-01-29 11:24:58.573588
351,2023-01-29 11:24:58.574454
353,2023-01-29 11:24:58.575446
354,2023-01-29 11:24:58.576388
354,2023-01-29 11:24:58.577331
350,2023-01-29 11:24:58.578201
353,2023-01-29 11:24:58.579394
354,2023-01-29 11:24:58.581146
348,2023-01-29 11:24:58.584988
346,2023-01-29 11:24:58.642348
351,2023-01-29 11:24:58.643527
357,2023-01-29 11:24:58.644166
356,2023-01-29 11:24:58.645418
351,2023-01-29 11:24:58.646871
347,2023-01-29 11:24:58.647570
357,2023-01-29 11:24:58.648299
362,2023-01-29 11:24:58.649127
355,2023-01-29 11:24:58.650832
354,2023-01-29 11:24:58.651582
360,2023-01-29 11:24:58.652340
357,2023-01-29 11:24:58.653011
354,2023-01-29 11:24:58.654667
362,2023-01-29 11:24:58.725665
363,2023-01-29 11:24:58.726510
364,2023-01-29 11:24:58.727059
359,2023-01-29 11:24:58.728599
355,2023-01-29 11:24:58.729481
358,2023-01-29 11:24:58.730297
362,2023-01-29 11:24:58.731495
358,2023-01-29 11:24:58.732350
357,2023-01-29 11:24:58.733148
360,2023-01-29 11:24:58.734067
357,2023-01-29 11:24:58.735223
355,2023-01-29 11:24:58.736207
361,2023-01-29 11:24:58.737022
364,2023-01-29 11:24:58.737597
363,2023-01-29 11:24:58.738913
360,2023-01-29 11:24:58.739688
356,2023-01-29 11:24:58.740643
354,2023-01-29 11:24:58.797679
356,2023-01-29 11:24:58.798692
362,2023-01-29 11:24:58.799492
365,2023-01-29 11:24:58.800237
363,2023-01-29 11:24:58.801724
358,2023-01-29 11:24:58.802553
355,2023-01-29 11:24:58.803485
355,2023-01-29 11:24:58.803972
355,2023-01-29 11:24:58.805364
359,2023-01-29 11:24:58.806248
357,2023-01-29 11:24:58.806799
360,2023-01-29 11:24:58.807823
361,2023-01-29 11:24:58.871909
359,2023-01-29 11:24:58.872512
358,2023-01-29 11:24:58.873323
363,2023-01-29 11:24:58.874600
366,2023-01-29 11:24:58.875504
363,2023-01-29 11:24:58.876074
361,2023-01-29 11:24:58.876923
360,2023-01-29 11:24:58.878036
355,2023-01-29 11:24:58.878942
354,2023-01-29 11:24:58.879880
360,2023-01-29 11:24:58.880389
372,2023-01-29 11:24:58.881665
370,2023-01-29 11:24:58.882409
359,2023-01-29 11:24:58.883331
356,2023-01-29 11:24:58.884627
365,2023-01-29 11:24:58.991894
365,2023-01-29 11:24:58.997313
362,2023-01-29 11:24:58.998298
361,2023-01-29 11:24:58.999424
362,2023-01-29 11:24:59.000244
363,2023-01-29 11:24:59.001155
361,2023-01-29 11:24:59.002418
365,2023-01-29 11:24:59.003515
374,2023-01-29 11:24:59.004429
374,2023-01-29 11:24:59.005135
366,2023-01-29 11:24:59.007063
360,2023-01-29 11:24:59.007568
362,2023-01-29 11:24:59.008409
368,2023-01-29 11:24:59.008911
380,2023-01-29 11:24:59.009988
388,2023-01-29 11:24:59.010829
378,2023-01-29 11:24:59.011595
364,2023-01-29 11:24:59.012241
360,2023-01-29 11:24:59.013296
368,2023-01-29 11:24:59.013969
371,2023-01-29 11:24:59.014942
368,2023-01-29 11:24:59.016069
365,2023-01-29 11:24:59.016821
360,2023-01-29 11:24:59.017370
360,2023-01-29 11:24:59.018236
358,2023-01-29 11:24:59.019493
360,2023-01-29 11:24:59.078333
363,2023-01-29 11:24:59.079195
360,2023-01-29 11:24:59.079717
358,2023-01-29 11:24:59.080505
361,2023-01-29 11:24:59.081486
362,2023-01-29 11:24:59.082289
368,2023-01-29 11:24:59.083326
382,2023-01-29 11:24:59.084234
350,2023-01-29 11:24:59.084947
311,2023-01-29 11:24:59.085764
351,2023-01-29 11:24:59.086902
520,2023-01-29 11:24:59.087804
593,2023-01-29 11:24:59.088682
489,2023-01-29 11:24:59.089408
357,2023-01-29 11:24:59.148875
255,2023-01-29 11:24:59.149957
217,2023-01-29 11:24:59.150770
271,2023-01-29 11:24:59.151437
317,2023-01-29 11:24:59.152628
323,2023-01-29 11:24:59.153330
327,2023-01-29 11:24:59.154187
336,2023-01-29 11:24:59.155178
340,2023-01-29 11:24:59.155844
344,2023-01-29 11:24:59.156894
345,2023-01-29 11:24:59.157958
343,2023-01-29 11:24:59.159180
338,2023-01-29 11:24:59.159661
336,2023-01-29 11:24:59.217714
344,2023-01-29 11:24:59.218351
353,2023-01-29 11:24:59.219649
353,2023-01-29 11:24:59.220411
347,2023-01-29 11:24:59.221150
340,2023-01-29 11:24:59.222373
339,2023-01-29 11:24:59.223216
348,2023-01-29 11:24:59.224258
356,2023-01-29 11:24:59.225016
352,2023-01-29 11:24:59.226237
348,2023-01-29 11:24:59.226844
343,2023-01-29 11:24:59.227766
345,2023-01-29 11:24:59.228344
347,2023-01-29 11:24:59.286263
344,2023-01-29 11:24:59.287003
346,2023-01-29 11:24:59.287487
349,2023-01-29 11:24:59.288476
346,2023-01-29 11:24:59.289322
341,2023-01-29 11:24:59.290010
340,2023-01-29 11:24:59.290793
336,2023-01-29 11:24:59.292035
338,2023-01-29 11:24:59.292963
341,2023-01-29 11:24:59.293967
342,2023-01-29 11:24:59.294658
341,2023-01-29 11:24:59.295663
336,2023-01-29 11:24:59.296290
339,2023-01-29 11:24:59.297256
349,2023-01-29 11:24:59.353454
348,2023-01-29 11:24:59.354754
335,2023-01-29 11:24:59.355238
333,2023-01-29 11:24:59.356020
345,2023-01-29 11:24:59.357356
357,2023-01-29 11:24:59.358018
357,2023-01-29 11:24:59.359027
354,2023-01-29 11:24:59.359779
354,2023-01-29 11:24:59.361074
358,2023-01-29 11:24:59.361838
360,2023-01-29 11:24:59.362548
363,2023-01-29 11:24:59.363409
364,2023-01-29 11:24:59.423105
367,2023-01-29 11:24:59.424183
368,2023-01-29 11:24:59.424811
363,2023-01-29 11:24:59.425999
363,2023-01-29 11:24:59.426648
368,2023-01-29 11:24:59.427633
367,2023-01-29 11:24:59.428340
364,2023-01-29 11:24:59.429434
366,2023-01-29 11:24:59.430247
365,2023-01-29 11:24:59.431101
360,2023-01-29 11:24:59.431964
362,2023-01-29 11:24:59.433497
362,2023-01-29 11:24:59.434425
355,2023-01-29 11:24:59.435201
354,2023-01-29 11:24:59.492800
360,2023-01-29 11:24:59.494012
361,2023-01-29 11:24:59.494828
356,2023-01-29 11:24:59.495545
356,2023-01-29 11:24:59.496957
364,2023-01-29 11:24:59.497964
368,2023-01-29 11:24:59.498772
358,2023-01-29 11:24:59.499379
355,2023-01-29 11:24:59.500434
356,2023-01-29 11:24:59.501210
352,2023-01-29 11:24:59.502224
360,2023-01-29 11:24:59.503036
363,2023-01-29 11:24:59.504207
364,2023-01-29 11:24:59.506186
360,2023-01-29 11:24:59.562399
356,2023-01-29 11:24:59.563845
358,2023-01-29 11:24:59.564863
364,2023-01-29 11:24:59.565813
366,2023-01-29 11:24:59.566889
363,2023-01-29 11:24:59.568409
365,2023-01-29 11:24:59.569027
363,2023-01-29 11:24:59.570121
363,2023-01-29 11:24:59.570667
366,2023-01-29 11:24:59.572038
368,2023-01-29 11:24:59.572867
363,2023-01-29 11:24:59.573838
359,2023-01-29 11:24:59.631852
361,2023-01-29 11:24:59.632491
365,2023-01-29 11:24:59.633525
364,2023-01-29 11:24:59.634185
360,2023-01-29 11:24:59.635469
357,2023-01-29 11:24:59.636264
359,2023-01-29 11:24:59.637692
360,2023-01-29 11:24:59.638624
363,2023-01-29 11:24:59.639992
360,2023-01-29 11:24:59.640855
364,2023-01-29 11:24:59.641471
367,2023-01-29 11:24:59.642748
364,2023-01-29 11:24:59.643549
354,2023-01-29 11:24:59.644369
356,2023-01-29 11:24:59.759339
362,2023-01-29 11:24:59.760972
362,2023-01-29 11:24:59.761603
358,2023-01-29 11:24:59.762340
352,2023-01-29 11:24:59.763275
352,2023-01-29 11:24:59.764475
355,2023-01-29 11:24:59.765106
360,2023-01-29 11:24:59.765873
357,2023-01-29 11:24:59.766547
348,2023-01-29 11:24:59.767265
355,2023-01-29 11:24:59.768167
359,2023-01-29 11:24:59.768964
356,2023-01-29 11:24:59.770143
351,2023-01-29 11:24:59.770893
358,2023-01-29 11:24:59.771382
356,2023-01-29 11:24:59.772266
348,2023-01-29 11:24:59.773530
344,2023-01-29 11:24:59.774216
349,2023-01-29 11:24:59.774813
358,2023-01-29 11:24:59.775473
357,2023-01-29 11:24:59.776553
352,2023-01-29 11:24:59.777164
350,2023-01-29 11:24:59.777851
360,2023-01-29 11:24:59.779082
369,2023-01-29 11:24:59.779830
357,2023-01-29 11:24:59.780838
351,2023-01-29 11:24:59.781736
352,2023-01-29 11:24:59.836410
356,2023-01-29 11:24:59.837169
365,2023-01-29 11:24:59.838114
382,2023-01-29 11:24:59.838798
380,2023-01-29 11:24:59.839676
359,2023-01-29 11:24:59.840179
349,2023-01-29 11:24:59.841105
355,2023-01-29 11:24:59.842183
361,2023-01-29 11:24:59.842925
357,2023-01-29 11:24:59.843411
356,2023-01-29 11:24:59.844201
350,2023-01-29 11:24:59.903040
350,2023-01-29 11:24:59.903799
352,2023-01-29 11:24:59.904362
351,2023-01-29 11:24:59.905075
351,2023-01-29 11:24:59.906334
347,2023-01-29 11:24:59.907081
344,2023-01-29 11:24:59.907941
347,2023-01-29 11:24:59.908850
355,2023-01-29 11:24:59.909876
357,2023-01-29 11:24:59.910524
357,2023-01-29 11:24:59.911434
358,2023-01-29 11:24:59.912469
334,2023-01-29 11:24:59.912967
302,2023-01-29 11:24:59.913764
349,2023-01-29 11:24:59.971300
513,2023-01-29 11:24:59.972590
566,2023-01-29 11:24:59.973223
457,2023-01-29 11:24:59.974049
336,2023-01-29 11:24:59.974621
238,2023-01-29 11:24:59.976123
210,2023-01-29 11:24:59.977070
267,2023-01-29 11:24:59.977837
317,2023-01-29 11:24:59.978903
314,2023-01-29 11:24:59.979463
305,2023-01-29 11:24:59.980380
317,2023-01-29 11:24:59.981478
330,2023-01-29 11:24:59.983256
330,2023-01-29 11:25:00.052949
318,2023-01-29 11:25:00.053877
313,2023-01-29 11:25:00.054762
327,2023-01-29 11:25:00.055995
336,2023-01-29 11:25:00.056726
332,2023-01-29 11:25:00.056972
324,2023-01-29 11:25:00.058269
318,2023-01-29 11:25:00.059154
324,2023-01-29 11:25:00.059633
334,2023-01-29 11:25:00.060466
328,2023-01-29 11:25:00.062115
328,2023-01-29 11:25:00.062927
326,2023-01-29 11:25:00.063722
329,2023-01-29 11:25:00.064461
329,2023-01-29 11:25:00.065805
331,2023-01-29 11:25:00.066332
329,2023-01-29 11:25:00.067242
324,2023-01-29 11:25:00.123755
326,2023-01-29 11:25:00.124487
335,2023-01-29 11:25:00.125228
335,2023-01-29 11:25:00.126034
329,2023-01-29 11:25:00.126991
325,2023-01-29 11:25:00.127470
322,2023-01-29 11:25:00.128445
316,2023-01-29 11:25:00.129228
316,2023-01-29 11:25:00.130321
325,2023-01-29 11:25:00.131312
332,2023-01-29 11:25:00.132189
326,2023-01-29 11:25:00.133003
319,2023-01-29 11:25:00.190754
321,2023-01-29 11:25:00.191592
329,2023-01-29 11:25:00.192361
335,2023-01-29 11:25:00.193787
327,2023-01-29 11:25:00.194514
330,2023-01-29 11:25:00.195342
340,2023-01-29 11:25:00.196068
341,2023-01-29 11:25:00.197038
335,2023-01-29 11:25:00.197603
339,2023-01-29 11:25:00.198566
348,2023-01-29 11:25:00.199331
347,2023-01-29 11:25:00.200488
345,2023-01-29 11:25:00.200975
348,2023-01-29 11:25:00.258619
360,2023-01-29 11:25:00.260633
361,2023-01-29 11:25:00.261480
354,2023-01-29 11:25:00.262358
351,2023-01-29 11:25:00.263088
355,2023-01-29 11:25:00.264368
350,2023-01-29 11:25:00.265270
343,2023-01-29 11:25:00.266114
351,2023-01-29 11:25:00.266915
359,2023-01-29 11:25:00.268096
351,2023-01-29 11:25:00.268617
339,2023-01-29 11:25:00.269493
338,2023-01-29 11:25:00.270547
344,2023-01-29 11:25:00.329168
351,2023-01-29 11:25:00.330023
351,2023-01-29 11:25:00.330765
348,2023-01-29 11:25:00.331884
345,2023-01-29 11:25:00.332543
342,2023-01-29 11:25:00.333255
351,2023-01-29 11:25:00.334204
347,2023-01-29 11:25:00.335681
340,2023-01-29 11:25:00.336727
341,2023-01-29 11:25:00.337753
351,2023-01-29 11:25:00.338550
351,2023-01-29 11:25:00.339801
341,2023-01-29 11:25:00.340320
343,2023-01-29 11:25:00.341218
349,2023-01-29 11:25:00.345912
347,2023-01-29 11:25:00.402348
345,2023-01-29 11:25:00.403347
351,2023-01-29 11:25:00.403928
353,2023-01-29 11:25:00.404926
354,2023-01-29 11:25:00.405859
349,2023-01-29 11:25:00.406690
350,2023-01-29 11:25:00.407787
355,2023-01-29 11:25:00.409484
353,2023-01-29 11:25:00.410080
352,2023-01-29 11:25:00.410681
358,2023-01-29 11:25:00.412198
359,2023-01-29 11:25:00.412727
351,2023-01-29 11:25:00.413666
347,2023-01-29 11:25:00.528480
349,2023-01-29 11:25:00.530644
351,2023-01-29 11:25:00.531293
352,2023-01-29 11:25:00.532093
353,2023-01-29 11:25:00.532916
351,2023-01-29 11:25:00.534126
347,2023-01-29 11:25:00.535412
342,2023-01-29 11:25:00.536493
350,2023-01-29 11:25:00.537939
356,2023-01-29 11:25:00.538709
354,2023-01-29 11:25:00.539518
348,2023-01-29 11:25:00.540300
345,2023-01-29 11:25:00.541204
343,2023-01-29 11:25:00.541982
344,2023-01-29 11:25:00.542786
350,2023-01-29 11:25:00.543499
350,2023-01-29 11:25:00.544824
344,2023-01-29 11:25:00.545342
343,2023-01-29 11:25:00.546259
347,2023-01-29 11:25:00.547089
353,2023-01-29 11:25:00.548086
347,2023-01-29 11:25:00.548900
347,2023-01-29 11:25:00.549602
343,2023-01-29 11:25:00.550631
342,2023-01-29 11:25:00.551106
349,2023-01-29 11:25:00.551725
345,2023-01-29 11:25:00.552684
336,2023-01-29 11:25:00.608865
334,2023-01-29 11:25:00.609668
